,COUNTER_MEMS,INTERPOLATED_MEMS,Q0,Q1,Q2,Q3,ACCX,ACCY,ACCZ,MAGX,MAGY,MAGZ,img,round
12690,30,0,0.475414,0.368652,-0.625977,0.496216,0.933219,-0.285679,-0.065438,-32.476128,-8.042342,75.586891,Bark 4,0
12691,31,0,0.475411,0.368591,-0.62616,0.496033,0.943963,-0.275424,-0.051276,-32.577328,-7.940964,75.432053,Bark 4,0
12692,0,0,0.4753,0.368713,-0.626221,0.495972,0.943963,-0.275424,-0.051276,-32.629303,-7.868847,75.343292,Bark 4,0
12693,1,0,0.475189,0.368774,-0.626221,0.496033,0.935661,-0.276889,-0.070809,-32.571404,-7.693766,75.454735,Bark 4,0
12694,2,0,0.475175,0.368896,-0.62616,0.496033,0.935661,-0.276889,-0.070809,-32.419502,-7.731951,75.590004,Bark 4,0
12695,3,0,0.475047,0.368958,-0.626221,0.496033,0.936638,-0.269564,-0.059089,-32.296463,-7.76288,75.616234,Bark 4,0
12696,4,0,0.475096,0.369141,-0.626221,0.49585,0.936638,-0.269564,-0.059089,-32.38847,-8.0496,75.68248,Bark 4,0
12697,5,0,0.475192,0.369202,-0.62616,0.495789,0.934684,-0.277378,-0.064949,-32.579659,-8.065176,75.569481,Bark 4,0
12698,6,0,0.475353,0.369202,-0.626038,0.495789,0.934684,-0.277378,-0.064949,-32.451191,-8.062792,75.636276,Bark 4,0
12699,7,0,0.475417,0.369202,-0.626038,0.495728,0.947381,-0.271029,-0.051276,-32.498798,-8.110862,75.772049,Bark 4,0
12700,8,0,0.475464,0.369141,-0.626038,0.495728,0.947381,-0.271029,-0.051276,-32.537361,-8.149798,75.882027,Bark 4,0
12701,9,0,0.475625,0.369141,-0.625916,0.495728,0.936638,-0.272494,-0.061531,-32.368595,-8.33467,75.849442,Bark 4,0
12702,10,0,0.475866,0.369141,-0.625732,0.495728,0.936638,-0.272494,-0.061531,-32.231895,-8.484416,75.823051,Bark 4,0
12703,11,0,0.476135,0.368958,-0.625732,0.495605,0.936149,-0.276889,-0.058601,-32.452835,-8.505711,75.825005,Bark 4,0
12704,12,0,0.476246,0.368896,-0.625732,0.495544,0.936149,-0.276889,-0.058601,-32.541798,-8.462958,75.691589,Bark 4,0
12705,13,0,0.476229,0.368896,-0.625793,0.495483,0.936638,-0.273471,-0.065438,-32.455521,-8.52333,75.933517,Bark 4,0
12706,14,0,0.476135,0.369019,-0.625793,0.495483,0.936638,-0.273471,-0.065438,-32.558971,-8.43723,75.989479,Bark 4,0
12707,15,0,0.4762,0.369141,-0.625671,0.495483,0.946893,-0.275913,-0.042974,-32.517769,-8.329157,75.834816,Bark 4,0
12708,16,0,0.476089,0.369202,-0.625671,0.495544,0.937126,-0.272983,-0.062508,-32.579391,-8.133284,75.842865,Bark 4,0
12709,17,0,0.47612,0.369202,-0.625793,0.495361,0.938591,-0.272006,-0.065438,-32.575974,-8.261293,75.87439,Bark 4,0
12710,18,0,0.476056,0.369202,-0.625793,0.495422,0.938591,-0.272006,-0.065438,-32.498207,-8.319981,75.899918,Bark 4,0
12711,19,0,0.476072,0.369263,-0.625793,0.495361,0.933708,-0.272983,-0.059089,-32.476879,-8.292518,75.812271,Bark 4,0
12712,20,0,0.476312,0.369324,-0.625671,0.495239,0.933708,-0.272983,-0.059089,-32.549606,-8.330273,75.951271,Bark 4,0
12713,21,0,0.476375,0.369385,-0.625732,0.495056,0.949335,-0.265169,-0.060066,-32.396847,-8.239187,75.945534,Bark 4,0
12714,22,0,0.476502,0.369385,-0.625732,0.494934,0.949335,-0.265169,-0.060066,-32.273113,-8.165408,75.94088,Bark 4,0
12715,23,0,0.476818,0.369141,-0.625732,0.494812,0.955195,-0.268587,-0.063973,-32.322887,-8.225648,75.828781,Bark 4,0
12716,24,0,0.476848,0.36908,-0.625793,0.494751,0.955195,-0.268587,-0.063973,-32.363205,-8.274441,75.737976,Bark 4,0
12717,25,0,0.476801,0.369141,-0.625793,0.494751,0.935173,-0.269076,-0.068856,-32.584198,-8.110631,75.747765,Bark 4,0
12718,26,0,0.476831,0.36908,-0.625854,0.49469,0.94787,-0.276401,-0.050787,-32.644867,-8.004611,75.579018,Bark 4,0
12719,27,0,0.476641,0.36908,-0.625854,0.494873,0.951776,-0.278843,-0.064949,-32.58234,-7.970401,75.507339,Bark 4,0
12720,28,0,0.476658,0.369141,-0.625854,0.494812,0.951776,-0.278843,-0.064949,-32.631699,-7.926025,75.715942,Bark 4,0
12721,29,0,0.4768,0.369202,-0.625854,0.494629,0.936638,-0.272006,-0.058113,-32.596676,-8.01508,75.771584,Bark 4,0
12722,30,0,0.476658,0.369446,-0.625916,0.494507,0.936638,-0.272006,-0.058113,-32.434975,-8.053882,75.79998,Bark 4,0
12723,31,0,0.476754,0.369507,-0.625854,0.494446,0.948846,-0.282749,-0.055671,-32.367329,-8.343644,75.777985,Bark 4,0
12724,0,0,0.47669,0.369568,-0.625916,0.494385,0.948846,-0.282749,-0.055671,-32.39587,-8.395019,75.726837,Bark 4,0
12725,1,0,0.476848,0.369446,-0.625916,0.494324,0.94494,-0.278354,-0.063484,-32.335655,-8.379965,75.763733,Bark 4,0
12726,2,0,0.477037,0.369446,-0.625916,0.494141,0.94494,-0.278354,-0.063484,-32.316879,-8.427772,75.808624,Bark 4,0
12727,3,0,0.477085,0.369385,-0.625916,0.494141,0.94494,-0.278354,-0.063484,-32.250008,-8.289828,75.801651,Bark 4,0
12728,4,0,0.477162,0.369263,-0.625977,0.49408,0.937126,-0.275913,-0.066414,-32.319172,-8.436428,75.881004,Bark 4,0
12729,5,0,0.477304,0.36908,-0.625977,0.49408,0.937126,-0.275913,-0.066414,-32.450195,-8.480173,75.915283,Bark 4,0
12730,6,0,0.477238,0.368958,-0.626099,0.49408,0.942986,-0.270541,-0.059578,-32.469658,-8.62394,75.984711,Bark 4,0
12731,7,0,0.477031,0.369019,-0.626221,0.49408,0.942986,-0.270541,-0.059578,-32.408756,-8.495392,75.974281,Bark 4,0
12732,8,0,0.476937,0.36908,-0.62616,0.494202,0.936638,-0.273959,-0.057624,-32.256092,-8.407934,75.820839,Bark 4,0
12733,9,0,0.476843,0.369202,-0.62616,0.494202,0.936638,-0.273959,-0.057624,-32.147434,-8.472093,75.831543,Bark 4,0
12734,10,0,0.476573,0.369446,-0.626221,0.494202,0.932731,-0.271518,-0.057136,-32.217754,-8.442395,75.773552,Bark 4,0
12735,11,0,0.476496,0.369568,-0.62616,0.494263,0.932731,-0.271518,-0.057136,-32.154716,-8.40334,75.966576,Bark 4,0
12736,12,0,0.476559,0.369568,-0.62616,0.494202,0.940544,-0.272006,-0.053717,-32.065319,-8.140038,75.837929,Bark 4,0
12737,13,0,0.476703,0.369507,-0.626038,0.494263,0.940544,-0.272006,-0.053717,-31.971243,-7.973432,75.84539,Bark 4,0
12738,14,0,0.476797,0.369446,-0.626099,0.494141,0.945916,-0.269076,-0.061531,-31.978373,-7.858479,75.718094,Bark 4,0
12739,15,0,0.476797,0.369446,-0.626099,0.494141,0.945916,-0.269076,-0.061531,-32.047482,-8.060369,75.731659,Bark 4,0
12740,16,0,0.476924,0.369385,-0.626038,0.494141,0.946405,-0.278843,-0.066414,-32.278461,-8.017232,75.667641,Bark 4,0
12741,17,0,0.477225,0.369019,-0.625977,0.494202,0.946405,-0.278843,-0.066414,-32.382221,-7.748958,75.699127,Bark 4,0
12742,18,0,0.477284,0.368652,-0.626099,0.494263,0.955683,-0.274936,-0.057136,-32.277931,-7.999989,75.566292,Bark 4,0
12743,19,0,0.477251,0.368591,-0.62616,0.494263,0.955683,-0.274936,-0.057136,-32.260124,-8.053325,75.442032,Bark 4,0
12744,20,0,0.477237,0.368713,-0.626099,0.494263,0.941521,-0.266146,-0.057136,-32.339035,-8.07486,75.634712,Bark 4,0
12745,21,0,0.477284,0.368652,-0.626099,0.494263,0.941521,-0.266146,-0.057136,-32.40295,-8.092303,75.790779,Bark 4,0
12746,22,0,0.477148,0.36908,-0.625854,0.494385,0.941521,-0.266146,-0.057136,-32.499725,-8.166432,75.857201,Bark 4,0
12747,23,0,0.477293,0.369263,-0.625732,0.494263,0.938103,-0.280308,-0.053717,-32.561443,-8.243143,76.011002,Bark 4,0
12748,24,0,0.477292,0.369324,-0.625793,0.494141,0.938103,-0.280308,-0.053717,-32.656437,-8.110279,76.135574,Bark 4,0
12749,25,0,0.477529,0.369202,-0.625732,0.49408,0.928336,-0.263216,-0.065438,-32.563377,-8.314326,76.061485,Bark 4,0
12750,26,0,0.477561,0.36908,-0.625732,0.494141,0.928336,-0.263216,-0.065438,-32.593002,-8.419604,75.986465,Bark 4,0
12751,27,0,0.477528,0.369019,-0.625793,0.494141,0.940056,-0.264192,-0.058601,-32.768665,-8.349879,75.900703,Bark 4,0
12752,28,0,0.477624,0.36908,-0.625732,0.49408,0.940056,-0.264192,-0.058601,-32.787621,-8.491735,75.846237,Bark 4,0
12753,29,0,0.477941,0.368958,-0.62561,0.494019,0.944451,-0.274448,-0.056159,-32.707973,-8.413306,75.700455,Bark 4,0
12754,30,0,0.477704,0.36908,-0.625671,0.49408,0.943475,-0.271518,-0.048346,-32.813457,-8.364778,75.755699,Bark 4,0
12755,31,0,0.478258,0.368835,-0.625488,0.493958,0.946405,-0.271518,-0.057136,-32.748901,-8.292137,75.708786,Bark 4,0
12756,0,0,0.478272,0.368713,-0.625549,0.493958,0.946405,-0.271518,-0.057136,-32.68161,-8.218297,75.700783,Bark 4,0
12757,1,0,0.478034,0.368652,-0.625671,0.49408,0.934684,-0.272494,-0.059089,-32.677105,-8.125154,75.61097,Bark 4,0
12758,2,0,0.47786,0.368774,-0.625732,0.49408,0.934684,-0.272494,-0.059089,-32.523453,-8.049708,75.568214,Bark 4,0
12759,3,0,0.477683,0.368774,-0.625916,0.494019,0.947381,-0.267611,-0.059089,-32.398998,-8.021931,75.533585,Bark 4,0
12760,4,0,0.477652,0.368896,-0.625916,0.493958,0.947381,-0.267611,-0.059089,-32.463188,-7.89443,75.29554,Bark 4,0
12761,5,0,0.477588,0.368958,-0.625977,0.493896,0.952753,-0.271029,-0.059578,-32.48185,-7.907822,75.202721,Bark 4,0
12762,6,0,0.477509,0.368896,-0.625977,0.494019,0.952753,-0.271029,-0.059578,-32.481964,-7.903669,75.412537,Bark 4,0
12763,7,0,0.477586,0.368774,-0.626038,0.493958,0.945916,-0.281284,-0.051764,-32.59539,-7.881972,75.419151,Bark 4,0
12764,8,0,0.4776,0.368652,-0.626099,0.493958,0.936638,-0.276889,-0.052252,-32.708935,-7.767731,75.347847,Bark 4,0
12765,9,0,0.477661,0.36853,-0.626221,0.493835,0.949335,-0.268587,-0.046881,-32.717571,-7.783528,75.445091,Bark 4,0
12766,10,0,0.477741,0.36853,-0.62616,0.493835,0.949335,-0.268587,-0.046881,-32.74123,-7.854658,75.510521,Bark 4,0
12767,11,0,0.478028,0.368408,-0.625916,0.493958,0.953241,-0.262727,-0.064949,-32.757065,-7.995606,75.755188,Bark 4,0
12768,12,0,0.478299,0.368286,-0.625732,0.494019,0.953241,-0.262727,-0.064949,-32.528221,-7.951441,75.570038,Bark 4,0
12769,13,0,0.478251,0.368408,-0.625793,0.493896,0.94494,-0.261751,-0.056159,-32.409527,-7.932334,75.4534,Bark 4,0
12770,14,0,0.478223,0.368652,-0.625671,0.493896,0.94494,-0.261751,-0.056159,-32.541718,-7.875191,75.463921,Bark 4,0
12771,15,0,0.478084,0.368958,-0.625549,0.493958,0.94201,-0.275424,-0.054694,-32.615456,-8.078904,75.789108,Bark 4,0
12772,16,0,0.478008,0.369263,-0.625427,0.493958,0.94201,-0.275424,-0.054694,-32.615189,-8.153913,75.962509,Bark 4,0
12773,17,0,0.477961,0.369324,-0.625427,0.493958,0.954218,-0.266146,-0.062508,-32.581635,-7.898003,75.969635,Bark 4,0
12774,18,0,0.477946,0.369507,-0.625427,0.493835,0.954218,-0.266146,-0.062508,-32.554459,-7.690715,75.975403,Bark 4,0
12775,19,0,0.477961,0.369568,-0.625427,0.493774,0.94494,-0.273471,-0.065926,-32.547443,-7.646146,76.045074,Bark 4,0
12776,20,0,0.478136,0.369446,-0.625366,0.493774,0.94494,-0.273471,-0.065926,-32.541763,-7.610045,76.101509,Bark 4,0
12777,21,0,0.478293,0.369324,-0.625366,0.493713,0.944451,-0.271029,-0.060066,-32.59716,-7.665803,75.965561,Bark 4,0
12778,22,0,0.478467,0.369202,-0.625305,0.493713,0.944451,-0.271029,-0.060066,-32.612034,-7.755967,75.750435,Bark 4,0
12779,23,0,0.478734,0.369019,-0.625305,0.493591,0.941033,-0.267122,-0.055671,-32.462414,-7.859,75.684517,Bark 4,0
12780,24,0,0.478972,0.368835,-0.625183,0.493652,0.941033,-0.267122,-0.055671,-32.341221,-7.672457,75.586128,Bark 4,0
12781,25,0,0.479145,0.368713,-0.625122,0.493652,0.947381,-0.261751,-0.066414,-32.47139,-7.60469,76.05143,Bark 4,0
12782,26,0,0.479098,0.368774,-0.625122,0.493652,0.947381,-0.261751,-0.066414,-32.576824,-7.474799,76.233322,Bark 4,0
12783,27,0,0.479,0.368591,-0.625305,0.493652,0.947381,-0.261751,-0.066414,-32.392227,-7.40292,75.925659,Bark 4,0
12784,28,0,0.478811,0.368652,-0.625366,0.493713,0.942986,-0.263216,-0.053229,-32.394371,-7.554699,75.849785,Bark 4,0
12785,29,0,0.478811,0.368652,-0.625366,0.493713,0.942986,-0.263216,-0.053229,-32.381107,-7.692639,75.623322,Bark 4,0
12786,30,0,0.478637,0.368774,-0.625427,0.493713,0.941033,-0.257844,-0.065926,-32.387032,-7.487705,75.564896,Bark 4,0
12787,31,0,0.478684,0.368713,-0.625427,0.493713,0.941033,-0.257844,-0.065926,-32.350163,-7.683374,75.559227,Bark 4,0
12788,0,0,0.478477,0.368774,-0.625549,0.493713,0.943475,-0.271029,-0.056648,-32.515297,-7.648533,75.566307,Bark 4,0
12789,1,0,0.478478,0.368713,-0.625488,0.493835,0.943475,-0.271029,-0.056648,-32.574059,-7.695312,75.542046,Bark 4,0
12790,2,0,0.478523,0.36853,-0.62561,0.493774,0.936638,-0.279331,-0.050299,-32.721653,-7.799869,75.589058,Bark 4,0
12791,3,0,0.478572,0.368591,-0.625488,0.493835,0.946405,-0.268099,-0.050299,-32.712872,-7.864561,75.403801,Bark 4,0
12792,4,0,0.478646,0.368408,-0.625732,0.493591,0.936149,-0.273471,-0.068856,-32.752426,-8.038628,75.703743,Bark 4,0
12793,5,0,0.478712,0.36853,-0.62561,0.493591,0.936149,-0.273471,-0.068856,-32.636131,-7.997955,75.666702,Bark 4,0
12794,6,0,0.478792,0.368469,-0.625488,0.493713,0.939079,-0.274448,-0.054206,-32.641933,-7.898344,75.603363,Bark 4,0
12795,7,0,0.478776,0.368408,-0.625488,0.493774,0.939079,-0.274448,-0.054206,-32.801632,-7.800992,75.760391,Bark 4,0
12796,8,0,0.478851,0.368164,-0.625671,0.493652,0.949335,-0.266146,-0.047857,-32.847656,-7.743803,75.690918,Bark 4,0
12797,9,0,0.478834,0.368164,-0.625732,0.493591,0.949335,-0.266146,-0.047857,-32.919933,-7.802481,75.682976,Bark 4,0
12798,10,0,0.478584,0.368347,-0.625671,0.493774,0.937126,-0.265657,-0.057136,-32.991814,-7.930009,75.834877,Bark 4,0
12799,11,0,0.478366,0.368591,-0.625549,0.493958,0.937126,-0.265657,-0.057136,-32.930035,-7.893308,75.86792,Bark 4,0
12800,12,0,0.478334,0.36853,-0.62561,0.493958,0.946405,-0.279331,-0.060066,-32.993328,-7.830246,75.933014,Bark 4,0
12801,13,0,0.478303,0.368591,-0.625549,0.494019,0.951776,-0.271029,-0.053717,-32.972931,-7.950832,75.777405,Bark 4,0
12802,14,0,0.478445,0.368713,-0.62561,0.493713,0.948846,-0.272006,-0.060554,-33.053074,-7.990174,75.788033,Bark 4,0
12803,15,0,0.47862,0.368774,-0.625488,0.493652,0.948846,-0.272006,-0.060554,-32.911324,-8.090374,75.773308,Bark 4,0
12804,16,0,0.478493,0.368835,-0.625549,0.493652,0.941521,-0.268099,-0.064461,-32.879837,-8.088203,75.761375,Bark 4,0
12805,17,0,0.478526,0.368896,-0.625488,0.493652,0.941521,-0.268099,-0.064461,-32.749336,-8.086445,75.826714,Bark 4,0
12806,18,0,0.47862,0.368774,-0.625488,0.493652,0.943963,-0.270052,-0.061531,-32.743629,-8.368354,75.946304,Bark 4,0
12807,19,0,0.478728,0.36853,-0.625549,0.493652,0.943963,-0.270052,-0.061531,-32.709007,-8.2617,76.046509,Bark 4,0
12808,20,0,0.478855,0.368469,-0.625488,0.493652,0.946405,-0.265657,-0.053229,-32.814293,-8.091977,75.961006,Bark 4,0
12809,21,0,0.478709,0.368408,-0.625732,0.49353,0.946405,-0.265657,-0.053229,-32.90958,-8.222835,75.880081,Bark 4,0
12810,22,0,0.478868,0.368408,-0.62561,0.49353,0.945428,-0.260774,-0.055183,-33.070091,-8.195496,75.647865,Bark 4,0
12811,23,0,0.47858,0.368286,-0.625854,0.493591,0.945428,-0.260774,-0.055183,-32.910107,-8.405019,75.629768,Bark 4,0
12812,24,0,0.478358,0.368286,-0.625977,0.493652,0.938103,-0.269076,-0.064461,-32.992188,-8.256398,75.675117,Bark 4,0
12813,25,0,0.477964,0.36853,-0.626038,0.493774,0.938103,-0.269076,-0.064461,-32.908672,-8.202682,75.778511,Bark 4,0
12814,26,0,0.477757,0.368591,-0.62616,0.493774,0.945916,-0.275424,-0.067391,-33.026024,-8.135839,75.802261,Bark 4,0
12815,27,0,0.477677,0.368591,-0.626221,0.493774,0.945916,-0.275424,-0.067391,-32.832745,-8.263363,75.546494,Bark 4,0
12816,28,0,0.477629,0.368652,-0.626221,0.493774,0.942498,-0.269564,-0.066414,-32.694523,-8.556658,75.840996,Bark 4,0
12817,29,0,0.477693,0.368652,-0.626221,0.493713,0.942498,-0.269564,-0.066414,-32.532566,-8.477559,75.946205,Bark 4,0
12818,30,0,0.477709,0.368713,-0.626221,0.493652,0.945428,-0.260774,-0.058601,-32.391376,-8.425157,75.954758,Bark 4,0
12819,31,0,0.477628,0.368713,-0.626282,0.493652,0.945428,-0.260774,-0.058601,-32.277016,-8.38271,75.961693,Bark 4,0
12820,0,0,0.477565,0.368469,-0.626282,0.493896,0.945428,-0.260774,-0.058601,-32.526051,-8.476662,75.878967,Bark 4,0
12821,1,0,0.477518,0.368469,-0.626221,0.494019,0.943475,-0.280308,-0.066903,-32.667767,-8.28443,76.105301,Bark 4,0
12822,2,0,0.47747,0.368286,-0.626221,0.494202,0.943475,-0.280308,-0.066903,-32.732559,-8.477055,76.060287,Bark 4,0
12823,3,0,0.477434,0.368103,-0.626404,0.494141,0.94201,-0.275913,-0.053229,-32.79504,-8.544747,75.967171,Bark 4,0
12824,4,0,0.477388,0.368103,-0.626343,0.494263,0.94201,-0.275913,-0.053229,-32.908981,-8.604579,76.055077,Bark 4,0
12825,5,0,0.477245,0.368042,-0.626343,0.494446,0.942498,-0.271518,-0.050787,-32.951275,-8.486376,75.892944,Bark 4,0
12826,6,0,0.477168,0.368164,-0.626282,0.494507,0.942498,-0.271518,-0.050787,-32.730534,-8.390631,75.836617,Bark 4,0
12827,7,0,0.477121,0.368225,-0.626282,0.494507,0.938103,-0.253937,-0.048346,-32.685066,-8.246411,75.974327,Bark 4,0
12828,8,0,0.47725,0.368408,-0.626221,0.494324,0.938103,-0.253937,-0.048346,-32.798237,-7.979593,75.86087,Bark 4,0
12829,9,0,0.47733,0.368408,-0.62616,0.494324,0.950311,-0.276401,-0.061531,-32.856571,-7.896803,75.602303,Bark 4,0
12830,10,0,0.477442,0.36853,-0.626099,0.494202,0.950311,-0.276401,-0.061531,-32.903824,-7.949744,75.587868,Bark 4,0
12831,11,0,0.477522,0.36853,-0.626038,0.494202,0.946893,-0.274448,-0.059578,-32.938763,-8.10096,75.626175,Bark 4,0
12832,12,0,0.477508,0.368652,-0.625977,0.494202,0.946893,-0.274448,-0.059578,-32.937065,-8.148444,75.657204,Bark 4,0
12833,13,0,0.47754,0.368774,-0.625977,0.49408,0.937614,-0.271518,-0.063973,-33.074024,-8.278573,75.249001,Bark 4,0
12834,14,0,0.477333,0.368774,-0.626038,0.494202,0.937614,-0.271518,-0.063973,-33.061626,-8.295644,75.511688,Bark 4,0
12835,15,0,0.477364,0.368652,-0.626038,0.494263,0.936149,-0.274936,-0.052741,-32.954918,-8.137805,75.624466,Bark 4,0
12836,16,0,0.477395,0.368591,-0.626099,0.494202,0.936149,-0.274936,-0.052741,-32.93515,-8.098289,75.807487,Bark 4,0
12837,17,0,0.477329,0.368469,-0.626221,0.494202,0.949823,-0.267611,-0.058113,-32.759136,-8.242948,75.800728,Bark 4,0
12838,18,0,0.477299,0.36853,-0.62616,0.494263,0.946405,-0.269076,-0.052741,-32.576569,-8.033454,75.821922,Bark 4,0
12839,19,0,0.477284,0.368652,-0.626099,0.494263,0.941033,-0.268099,-0.056159,-32.528687,-8.075431,75.817429,Bark 4,0
12840,20,0,0.477141,0.368652,-0.62616,0.494324,0.941033,-0.268099,-0.056159,-32.489902,-8.109432,75.813782,Bark 4,0
12841,21,0,0.477047,0.368774,-0.62616,0.494324,0.946405,-0.271518,-0.043951,-32.513489,-8.045307,75.727493,Bark 4,0
12842,22,0,0.476903,0.368774,-0.626221,0.494385,0.946405,-0.271518,-0.043951,-32.622593,-8.008366,75.552605,Bark 4,0
12843,23,0,0.476856,0.368835,-0.626221,0.494385,0.937614,-0.273471,-0.062019,-32.570965,-7.901776,75.665947,Bark 4,0
12844,24,0,0.476839,0.368835,-0.626282,0.494324,0.937614,-0.273471,-0.062019,-32.529148,-7.815438,75.757751,Bark 4,0
12845,25,0,0.476853,0.368774,-0.626404,0.494202,0.938591,-0.283238,-0.061531,-32.436943,-7.873838,75.895439,Bark 4,0
12846,26,0,0.476867,0.368652,-0.626465,0.494202,0.938591,-0.283238,-0.061531,-32.362259,-7.921143,76.006973,Bark 4,0
12847,27,0,0.47682,0.368713,-0.626465,0.494202,0.942498,-0.265657,-0.051764,-32.270096,-7.946126,76.05732,Bark 4,0
12848,28,0,0.477117,0.368164,-0.626465,0.494324,0.943475,-0.268587,-0.053717,-32.477112,-7.971362,75.946426,Bark 4,0
12849,29,0,0.477146,0.367859,-0.626526,0.494446,0.944451,-0.273471,-0.053717,-32.431461,-7.825136,75.848274,Bark 4,0
12850,30,0,0.477226,0.367859,-0.626465,0.494446,0.944451,-0.273471,-0.053717,-32.394482,-7.706694,75.768768,Bark 4,0
12851,31,0,0.477133,0.36792,-0.626404,0.494568,0.936638,-0.278354,-0.044439,-32.516197,-7.810755,75.966034,Bark 4,0
12852,0,0,0.477072,0.368103,-0.626343,0.494568,0.936638,-0.278354,-0.044439,-32.509785,-7.730045,76.080818,Bark 4,0
12853,1,0,0.477201,0.368225,-0.626221,0.494507,0.955683,-0.273959,-0.058601,-32.50626,-7.72467,75.9888,Bark 4,0
12854,2,0,0.477074,0.368286,-0.626282,0.494507,0.955683,-0.273959,-0.058601,-32.675072,-7.776983,75.864258,Bark 4,0
12855,3,0,0.477109,0.36853,-0.62616,0.494446,0.933219,-0.277378,-0.052252,-32.511806,-7.749356,75.883385,Bark 4,0
12856,4,0,0.476951,0.368652,-0.62616,0.494507,0.933219,-0.277378,-0.052252,-32.246231,-7.710311,75.848877,Bark 4,0
12857,5,0,0.476984,0.368713,-0.626099,0.494507,0.933219,-0.277378,-0.052252,-32.241112,-7.588686,75.730919,Bark 4,0
12858,6,0,0.476857,0.368774,-0.62616,0.494507,0.948358,-0.268587,-0.058601,-32.338634,-7.808502,75.76371,Bark 4,0
12859,7,0,0.476857,0.368774,-0.62616,0.494507,0.948358,-0.268587,-0.058601,-32.657627,-7.851553,75.775276,Bark 4,0
12860,8,0,0.47681,0.368835,-0.62616,0.494507,0.939568,-0.262727,-0.050787,-32.642677,-7.946425,75.769638,Bark 4,0
12861,9,0,0.477,0.368774,-0.626099,0.494446,0.939568,-0.262727,-0.050787,-32.548904,-7.979938,75.671738,Bark 4,0
12862,10,0,0.477205,0.368591,-0.626099,0.494385,0.944451,-0.269564,-0.064949,-32.569611,-7.927083,75.829109,Bark 4,0
12863,11,0,0.477282,0.368469,-0.62616,0.494324,0.944451,-0.269564,-0.064949,-32.444717,-7.735937,75.61158,Bark 4,0
12864,12,0,0.477233,0.368408,-0.626282,0.494263,0.937614,-0.270541,-0.060066,-32.458557,-7.587776,75.700378,Bark 4,0
12865,13,0,0.477266,0.368469,-0.626221,0.494263,0.937614,-0.270541,-0.060066,-32.499763,-7.527765,75.682304,Bark 4,0
12866,14,0,0.477138,0.36853,-0.626282,0.494263,0.941521,-0.265169,-0.061531,-32.371475,-7.65749,75.742668,Bark 4,0
12867,15,0,0.476995,0.36853,-0.626343,0.494324,0.941521,-0.265169,-0.061531,-32.267563,-7.762567,75.791565,Bark 4,0
12868,16,0,0.476852,0.36853,-0.626404,0.494385,0.937614,-0.262727,-0.062996,-32.593391,-7.807679,75.704498,Bark 4,0
12869,17,0,0.476678,0.368591,-0.626404,0.494507,0.937614,-0.262727,-0.062996,-32.857315,-7.84422,75.63398,Bark 4,0
12870,18,0,0.476771,0.36853,-0.626465,0.494385,0.946405,-0.281284,-0.064949,-32.716091,-7.772151,75.920189,Bark 4,0
12871,19,0,0.476738,0.368469,-0.626526,0.494385,0.946405,-0.281284,-0.064949,-32.6017,-7.713776,76.152016,Bark 4,0
12872,20,0,0.476707,0.368591,-0.626526,0.494324,0.942986,-0.265657,-0.071298,-32.747375,-7.859825,75.99147,Bark 4,0
12873,21,0,0.47658,0.368652,-0.626587,0.494324,0.942986,-0.265657,-0.071298,-32.865376,-7.978125,75.86142,Bark 4,0
12874,22,0,0.476644,0.368591,-0.626526,0.494385,0.943475,-0.274448,-0.058601,-32.744286,-8.090614,75.897751,Bark 4,0
12875,23,0,0.476707,0.368591,-0.626526,0.494324,0.943475,-0.274448,-0.058601,-32.646206,-8.181731,75.927177,Bark 4,0
12876,24,0,0.476863,0.368286,-0.626587,0.494324,0.943475,-0.274448,-0.058601,-32.618427,-8.242203,75.991013,Bark 4,0
12877,25,0,0.476719,0.368286,-0.626648,0.494385,0.946405,-0.278354,-0.060066,-32.645927,-8.091184,75.976059,Bark 4,0
12878,26,0,0.476388,0.368469,-0.626648,0.494568,0.946405,-0.278354,-0.060066,-32.758202,-7.983859,76.05394,Bark 4,0
12879,27,0,0.476167,0.368591,-0.626648,0.49469,0.94201,-0.268099,-0.059089,-32.982475,-7.980259,76.067024,Bark 4,0
12880,28,0,0.476039,0.368652,-0.626709,0.49469,0.94201,-0.268099,-0.059089,-33.035805,-7.98401,75.88929,Bark 4,0
12881,29,0,0.475928,0.368774,-0.62677,0.494629,0.941521,-0.265657,-0.051764,-32.854004,-8.167048,76.075325,Bark 4,0
12882,30,0,0.476119,0.368713,-0.626709,0.494568,0.941521,-0.265657,-0.051764,-32.91674,-8.135309,76.10601,Bark 4,0
12883,31,0,0.476169,0.368774,-0.626587,0.494629,0.945428,-0.266634,-0.058113,-32.960896,-8.131267,76.070869,Bark 4,0
12884,0,0,0.476216,0.368713,-0.626587,0.494629,0.945428,-0.266634,-0.058113,-32.936657,-8.187993,75.877403,Bark 4,0
12885,1,0,0.476199,0.368713,-0.626648,0.494568,0.927848,-0.264192,-0.063484,-32.870358,-8.07894,75.884033,Bark 4,0
12886,2,0,0.476278,0.368774,-0.626648,0.494446,0.927848,-0.264192,-0.063484,-32.846657,-7.750609,75.934402,Bark 4,0
12887,3,0,0.476357,0.368591,-0.626648,0.494507,0.946405,-0.262239,-0.056159,-33.019127,-7.846326,76.030197,Bark 4,0
